the_geom,SEGMENTID,COMPLEXID,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
POINT (-73.91795220309244 40.821020759377085),"9,001,403",239,X,2,"18,482",3,"2,093,919",2,05/14/2009 12:00:00 AM,05/17/2013 12:00:00 AM,1,DCP,25033003,"2,003,807",MELROSE HOUSES BUILDING 2
POINT (-73.77208655701072 40.59716548525185),"57,944",70,X,2,"18,572",3,"4,463,046",4,05/14/2009 12:00:00 AM,10/27/2017 12:00:00 AM,1,DCP,41011005,"337,085",BEACH 41 ST HOUSES BLDG 4
POINT (-73.93938486813104 40.83980896583211),"70,710",524,X,2,"8,216",4,"1,062,989",1,05/14/2009 12:00:00 AM,02/03/2022 12:00:00 AM,10,DoITT,11561559,"1,055,378",COLUMBIA UNIVERSITY IRVING CANCER RESEARCH CENTER
POINT (-73.92868011541502 40.838072563285714),"293,312",186,X,1,"18,461",6,"2,095,219",2,05/14/2009 12:00:00 AM,12/29/2015 12:00:00 AM,5,DCP,23980408,"5,141,670",HIGHBRIDGE GARDENS COMMUNITY CTR
POINT (-73.98311883120631 40.714416972452156),"110,900",0,N,2,"10,579",1,"1,003,736",1,05/14/2009 12:00:00 AM,05/07/2020 12:00:00 AM,2,DOE,12930901,"5,128,409",PS 134 HENRIETTA SZOLD
POINT (-73.78582948335597 40.67953866563439),"59,086",538,X,1,"18,547",6,0,4,05/14/2009 12:00:00 AM,09/04/2019 12:00:00 AM,12,DCP,42910001,0,BAISLEY POND
POINT (-74.00286407950593 40.73040265831659),"32,187",0,,2,"10,553",1,"1,009,904",1,05/14/2009 12:00:00 AM,05/18/2015 12:00:00 AM,9,NYPD,,"1,012,497",OUR LADY OF POMPEII CHURCH
POINT (-73.94227431601843 40.796747629660516),"9,006,048",205,X,2,"8,945",3,"1,087,213",1,05/14/2009 12:00:00 AM,02/15/2013 12:00:00 AM,1,DCP,12350811,"5,126,474",JOHNSON HOUSES BUILDING 10
POINT (-73.94594636874771 40.7833724835306),"293,785",0,,2,"14,474",12,"1,050,338",1,05/14/2009 12:00:00 AM,05/19/2020 12:00:00 AM,2,DOE,,"1,039,215",LIFE SCIENCES SECONDARY SCHOOL
POINT (-73.94192184142697 40.67023162394169),"167,459",0,,1,"14,476",16,"3,032,810",3,05/14/2009 12:00:00 AM,05/14/2015 12:00:00 AM,2,DoITT,,"3,314,113",ARISTA PREP NURSERY AND ACADEMY
POINT (-73.93252023421141 40.68811527117254),"9,001,385",0,,2,"14,496",1,"3,044,657",3,05/14/2009 12:00:00 AM,04/01/2020 12:00:00 AM,2,DOE,,"3,055,763",LA CIMA CHARTER SCHOOL
POINT (-73.93905335510857 40.84128052236968),"314,519",0,N,1,"14,497",1,"1,062,994",1,05/14/2009 12:00:00 AM,05/07/2020 12:00:00 AM,2,DOE,10025201,"5,129,610",PS 128 AUDUBON
POINT (-73.97968826333046 40.61587625645721),"26,501",0,,2,"14,498",16,"3,132,669",3,05/14/2009 12:00:00 AM,12/05/2014 12:00:00 AM,2,EMS,,"3,174,120",ST ATHANASIUS SCHOOL
POINT (-74.19074164350174 40.53292911309136),"2,820",0,,2,"14,499",4,"5,081,445",5,05/14/2009 12:00:00 AM,12/16/2014 12:00:00 AM,2,EMS,,"5,105,836",OUR LADY STAR OF THE SEA SCHOOL
POINT (-73.86440957253046 40.73471518658648),"81,721",0,,1,"14,508",2,"4,047,310",4,05/14/2009 12:00:00 AM,09/19/2016 12:00:00 AM,1,EMS,,"355,522",1 LEFRAK CITY PLAZA
POINT (-73.95137524450706 40.79205716435158),"37,822",0,,1,"14,513",10,"1,051,497",1,05/14/2009 12:00:00 AM,05/08/2020 12:00:00 AM,2,DOE,,"5,128,856",PS 171 PATRICK HENRY
POINT (-73.93348419339124 40.69152409037716),"44,374",0,,1,"14,522",2,"3,043,822",3,05/14/2009 12:00:00 AM,03/20/2020 12:00:00 AM,2,DOE,,"3,054,689",JHS 57 WHITELAW REID ACADEMY OF ARTS & BUSINESS
POINT (-73.8214455703407 40.73473274619052),"328,934",0,N,1,"14,536",3,"4,538,714",4,05/14/2009 12:00:00 AM,03/19/2021 12:00:00 AM,2,DOE,40001101,"155,613",TOWNSEND HARRIS HIGH SCHOOL
POINT (-73.75807975693675 40.74536923075865),"101,159",0,N,1,"14,538",1,"4,162,449",4,05/14/2009 12:00:00 AM,05/22/2020 12:00:00 AM,2,DOE,40022701,"178,010",PS 46 ALLEY POND
POINT (-73.8545646992799 40.57788041968462),"49,996",0,,1,"14,540",10,"4,305,615",4,05/14/2009 12:00:00 AM,06/01/2020 12:00:00 AM,2,DOE,,"342,281",PS/MS 114 BELLE HARBOR
POINT (-73.9528398257746 40.79042760533822),"37,816",556,G,2,"14,546",1,"1,083,923",1,05/14/2009 12:00:00 AM,10/27/2014 12:00:00 AM,10,DoITT,11149501,"1,040,219",MOUNT SINAI HOSPITAL
POINT (-73.87916420719043 40.880904903195876),"80,594",0,,1,"14,549",1,"2,096,400",2,05/14/2009 12:00:00 AM,04/25/2017 12:00:00 AM,10,DoITT,,"2,030,024",CHILDRENS HOSPITAL AT MONTEFIORE
POINT (-73.91575714744003 40.8099862427379),"70,168",0,,1,"14,553",3,"2,090,354",2,05/14/2009 12:00:00 AM,12/02/2016 12:00:00 AM,10,DoITT,,"2,000,213",SEGUNDO RUIZ BELVIS DIAGNOSTIC & TREATMENT CENTER
POINT (-73.91135944949677 40.67413453471024),"43,900",0,N,2,"14,634",8,"3,038,942",3,05/14/2009 12:00:00 AM,11/16/2017 12:00:00 AM,11,EMS,30035001,"3,047,764",FDNY EMS STATION 44
POINT (-73.9995878986305 40.67221637011255),"22,104",0,,2,"14,637",6,"3,008,207",3,05/14/2009 12:00:00 AM,08/08/2014 12:00:00 AM,11,EMS,,"3,010,465",ENGINE 279 LADDER 131
POINT (-73.9867770079455 40.69348197844039),"24,206",0,,1,"14,641",12,"3,319,418",3,05/14/2009 12:00:00 AM,08/20/2014 12:00:00 AM,11,NYPD,,"5,135,814",EMS HEADQUARTERS
POINT (-74.10081135948734 40.587623447988086),"9,005,289",73,,2,"14,646",2,"5,109,568",5,05/14/2009 12:00:00 AM,12/11/2012 12:00:00 AM,5,DoITT,,"5,140,665",DONGAN HILLS HEAD START
POINT (-73.89000943474507 40.7463192530298),"76,061",0,,1,"14,649",3,"4,036,730",4,05/14/2009 12:00:00 AM,08/01/2018 12:00:00 AM,5,DoITT,,"41,439",ELMHURST JACKSON HEIGHTS SENIOR CENTER
POINT (-73.90428840218541 40.82724161581627),"78,107",0,N,2,"14,652",3,"2,004,526",2,05/14/2009 12:00:00 AM,07/02/2020 12:00:00 AM,2,DOE,20001301,"5,130,612",BRONX INTERNATIONAL ACADEMY
POINT (-73.85678844845869 40.842271404891086),"238,508",0,N,1,"14,656",15,"2,043,258",2,05/14/2009 12:00:00 AM,03/21/2024 12:00:00 AM,2,DoITT,20119301,"2,047,438",IAHD ST MARYS SCHOOL
POINT (-73.81927081610802 40.755964085732266),"91,494",0,,2,"14,657",2,"4,117,333",4,05/14/2009 12:00:00 AM,07/09/2018 12:00:00 AM,5,DoITT,,"129,494",HAPPY DRAGON CHILDREN LEARNING CENTER CHERRY AVE
POINT (-73.95874359577739 40.778596212024596),"159,281",0,,1,"14,687",6,"1,046,799",1,05/14/2009 12:00:00 AM,11/26/2014 12:00:00 AM,2,NYPD,,"1,036,824",LOYOLA SCHOOL
POINT (-73.91933060071425 40.69780359540137),"45,006",0,,2,"14,689",2,"3,075,413",3,05/14/2009 12:00:00 AM,04/06/2020 12:00:00 AM,2,DOE,,"5,131,676",JHS 383 PHILLIPPA SCHUYLER
POINT (-73.9479571217447 40.79520797683221),"37,941",0,,2,"14,691",10,"1,051,584",1,05/14/2009 12:00:00 AM,05/06/2020 12:00:00 AM,2,DOE,,"1,040,349",PS 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX
POINT (-73.9184782832315 40.70301079406753),"45,024",0,,1,"4,773",3,"3,074,237",3,05/14/2009 12:00:00 AM,08/05/2016 12:00:00 AM,5,DoITT,,"3,098,582",RIDGEWOOD BUSHWICK SENIOR CENTER
POINT (-73.81843838433889 40.7371487695691),"325,723",412,X,2,"14,862",7,"4,467,562",4,05/14/2009 12:00:00 AM,03/02/2021 12:00:00 AM,2,DCP,45999322,0,QUEENS COLLEGE I BUILDING
POINT (-73.82741775175157 40.68936841523998),"56,135",0,,2,"16,564",3,"4,200,469",4,05/14/2009 12:00:00 AM,09/26/2016 12:00:00 AM,8,EMS,,"222,920",SOUTH RICHMOND HILL POST OFFICE
POINT (-73.82891394072931 40.76309754153779),"147,082",0,,2,"16,568",7,"4,112,351",4,05/14/2009 12:00:00 AM,02/27/2014 12:00:00 AM,8,EMS,,"125,605",FLUSHING ARMORY
POINT (-73.77181263475852 40.76279003336053),"148,612",0,,1,"16,569",3,"4,137,461",4,05/14/2009 12:00:00 AM,10/07/2016 12:00:00 AM,8,EMS,,"150,438",BAYSIDE POST OFFICE
POINT (-73.77724639180134 40.67882259789344),"145,803",0,,2,"16,571",3,"4,436,354",4,05/14/2009 12:00:00 AM,10/13/2016 12:00:00 AM,8,EMS,,"299,621",ROCHDALE VILLAGE POST OFFICE
POINT (-73.88437327673148 40.74387354074164),"76,312",0,,1,"16,573",3,"4,037,307",4,05/14/2009 12:00:00 AM,01/12/2018 12:00:00 AM,8,DoITT,,"5,174,113",ELMHURST A POST OFFICE
POINT (-73.8364800049863 40.582060423364545),"155,971",0,,1,"16,574",3,"4,303,767",4,05/14/2009 12:00:00 AM,02/16/2016 12:00:00 AM,8,DoITT,,"339,934",ROCKAWAY PARK POST OFFICE
POINT (-73.84694181389584 40.72173876628947),"132,669",0,,2,"16,575",3,"4,077,476",4,05/14/2009 12:00:00 AM,09/28/2016 12:00:00 AM,8,DoITT,,"85,780",FOREST HILLS POST OFFICE
POINT (-73.81967086502787 40.72325141417393),"156,772",0,,1,"16,578",3,"4,144,214",4,05/14/2009 12:00:00 AM,05/31/2019 12:00:00 AM,8,DoITT,,"158,443",KEW GARDENS HILLS POST OFFICE
POINT (-73.80179919891114 40.76135667854817),"92,102",0,,1,"16,579",3,"4,438,193",4,05/14/2009 12:00:00 AM,09/28/2016 12:00:00 AM,8,DoITT,,"133,258",STATION A POST OFFICE
POINT (-74.0846885175916 40.59713937403528),"289,601",0,,1,"16,585",4,"5,047,286",5,05/14/2009 12:00:00 AM,06/01/2016 12:00:00 AM,7,FDNY,,"5,060,783",COSMOPOLITAN MOTEL
POINT (-73.95188255035988 40.7982527581722),"262,536",0,,2,"16,589",4,"1,051,391",1,05/14/2009 12:00:00 AM,12/14/2018 12:00:00 AM,7,NYPD,,"5,155,441",PARK VIEW HOTEL W 110 ST
POINT (-73.94966867831792 40.80654771681753),"159,178",0,,2,"16,595",5,"1,057,677",1,05/14/2009 12:00:00 AM,12/07/2016 12:00:00 AM,5,DoITT,,"1,048,032",APOLLO HOTEL
POINT (-73.9927679591558 40.59332252335613),"18,878",0,N,1,"16,604",1,"3,186,632",3,05/14/2009 12:00:00 AM,11/14/2018 12:00:00 AM,6,NYPD,30085001,"3,236,089",ULMER PARK DEPOT
POINT (-73.92701354098767 40.614789888492),"41,104",0,,1,"16,607",1,"3,239,527",3,05/14/2009 12:00:00 AM,12/07/2016 12:00:00 AM,6,NYPD,,"3,298,672",FLATBUSH DEPOT
POINT (-73.9318493228326 40.803314903309946),"137,584",0,,2,"16,609",1,"1,054,802",1,05/14/2009 12:00:00 AM,08/13/2013 12:00:00 AM,6,NYPD,,"1,045,225",MANHATTAN DEPOT
POINT (-73.99065197958637 40.717027521754204),"32,671",0,,2,"16,620",2,"1,004,005",1,05/14/2009 12:00:00 AM,07/12/2018 12:00:00 AM,5,DoITT,,"1,004,644",VICTORIA CHILDRENS GROUP LOWER EAST SIDE
POINT (-73.96566044843442 40.60225655703772),"136,481",0,,1,"16,636",2,"3,190,468",3,05/14/2009 12:00:00 AM,04/04/2019 12:00:00 AM,5,DoITT,,"3,241,695",SEPHARDIC COMMUNITY EARLY CHILDHOOD
POINT (-73.87808340512409 40.672068845681956),"48,259",0,,1,"16,637",2,"3,089,620",3,05/14/2009 12:00:00 AM,02/08/2019 12:00:00 AM,5,DoITT,,"3,311,267",URBAN STRATEGIES EARLY LEARN CHILD CARE CENTER 1
POINT (-74.16242624273741 40.59491502994213),"155,303",0,,2,"16,640",2,"5,035,476",5,05/14/2009 12:00:00 AM,05/10/2019 12:00:00 AM,5,DoITT,,"5,044,697",LITTLE EXCELLENCE PRESCHOOL
POINT (-74.0286550773362 40.62877369048633),"17,098",0,,1,"16,644",2,"3,150,280",3,05/14/2009 12:00:00 AM,04/16/2019 12:00:00 AM,5,DoITT,,"3,194,582",TUTOR TIME CHILD CARE LEARNING CENTER
POINT (-73.881863026296 40.844917734446966),"79,181",0,,1,"16,647",2,"2,013,174",2,05/14/2009 12:00:00 AM,04/16/2019 12:00:00 AM,5,DoITT,,"2,100,578",CARDINAL MCCLOSKEY DAY CARE CENTER
POINT (-73.85376589814932 40.898004747187514),"89,254",0,,2,"16,649",3,"2,069,882",2,05/14/2009 12:00:00 AM,08/01/2018 12:00:00 AM,5,DoITT,,"2,078,186",RAIN NEREID SENIOR CENTER
POINT (-73.75558660009649 40.70608698467061),"64,609",0,,2,"16,654",2,"4,234,212",4,05/14/2009 12:00:00 AM,04/10/2019 12:00:00 AM,5,DoITT,,"261,082",BLANCHE COMMUNITY PROGRESS DAY CARE CENTER 202 ST
POINT (-73.93053027795764 40.77360657729786),"68,564",0,,2,"16,656",2,"4,005,573",4,05/14/2009 12:00:00 AM,04/11/2019 12:00:00 AM,5,DoITT,,"7,791",ST MARGARET MARY HEAD START
POINT (-73.97969961487453 40.66157054960859),"22,846",0,,2,"16,661",3,"3,026,610",3,05/14/2009 12:00:00 AM,08/26/2019 12:00:00 AM,3,DoITT,,"3,032,842",NITEHAWK CINEMA PROSPECT PARK
POINT (-73.95824484192349 40.65195079852859),"112,599",0,,2,"16,664",2,"3,116,706",3,05/14/2009 12:00:00 AM,04/10/2013 12:00:00 AM,3,DoITT,,"5,129,471",FLATBUSH LIBRARY
POINT (-74.13157686535413 40.60677987208374),"9,008,438",0,,1,"16,467",4,"5,019,636",5,05/14/2009 12:00:00 AM,02/01/2017 12:00:00 AM,5,NYPD,,"5,023,831",GOLDEN GATE REHABILITATION & HEALTH CARE CENTER
POINT (-74.00198725669452 40.7417129594103),"32,299",0,N,2,"7,395",9,0,1,05/14/2009 12:00:00 AM,07/17/2020 12:00:00 AM,4,NYPD,11179501,0,DR GERTRUDE B KELLY PLAYGROUND
POINT (-73.97007447563722 40.76726696480108),"36,182",0,,1,"1,964",4,"1,041,069",1,05/14/2009 12:00:00 AM,06/27/2018 12:00:00 AM,8,NYPD,,"1,033,060",INDIAN CONSULATE
POINT (-73.87034733854853 40.82670134122929),"9,004,356",99,X,2,"13,871",3,"2,092,792",2,05/14/2009 12:00:00 AM,01/07/2013 12:00:00 AM,1,DCP,21553009,"2,038,391",SOTOMAYOR HOUSES BUILDING 8
POINT (-73.78435867026909 40.83755041380908),"99,623",472,G,1,"8,462",10,"2,097,764",2,05/14/2009 12:00:00 AM,02/29/2016 12:00:00 AM,4,OTHER,25213001,"2,093,774",MORRIS YACHT & BEACH CLUB
POINT (-73.79418304538444 40.80653456425426),"181,429",403,X,2,"9,136",7,"2,100,415",2,05/14/2009 12:00:00 AM,12/13/2019 12:00:00 AM,2,DCP,26744011,0,MARITIME COLLEGE QUARTERS 2
POINT (-73.99990758365695 40.73089905482144),"329,233",522,X,1,"13,490",7,"1,008,760",1,05/14/2009 12:00:00 AM,01/18/2023 12:00:00 AM,2,DoITT,12507637,"1,011,073",NEW YORK UNIVERSITY WILF HALL
POINT (-73.89411432848006 40.64848747864938),"9,005,846","2,965",X,1,"8,552",3,"3,321,521",3,05/14/2009 12:00:00 AM,08/01/2013 12:00:00 AM,1,DCP,32101005,"3,287,429",BREUKELEN HOUSES BUILDING 4
POINT (-73.96371872235652 40.67619326589302),"29,310",0,,2,"16,780",2,"3,028,878",3,05/14/2009 12:00:00 AM,05/20/2019 12:00:00 AM,5,DoITT,,"3,035,625",SUNNY SKIES PRESCHOOL WASHINGTON AVE
POINT (-73.94529745177927 40.68586314696062),"29,807",0,N,2,"10,783",1,"3,051,458",3,05/14/2009 12:00:00 AM,10/29/2021 12:00:00 AM,2,DOE,30013601,"3,064,635",ARTS AND LETTERS 305 UNITED SCHOOL
POINT (-73.96611555393034 40.79659474434012),"9,007,759",138,G,1,"7,904",3,0,1,05/14/2009 12:00:00 AM,12/02/2019 12:00:00 AM,1,NYCHA,11135501,0,DOUGLASS II HOUSES
POINT (-73.97596137378235 40.79242884163509),"302,047",0,,2,"12,538",17,"1,034,100",1,05/14/2009 12:00:00 AM,02/08/2019 12:00:00 AM,2,NYPD,,"1,030,113",YESHIVA HECHAL MOSHE BETH JACOB
POINT (-73.93568431962308 40.840618833195805),"70,909",0,N,2,"10,118",1,"1,086,200",1,05/14/2009 12:00:00 AM,03/14/2013 12:00:00 AM,11,DCP,10007301,"5,134,109",33 PRECINCT
POINT (-73.97926942926655 40.731944832644125),"34,621",519,,1,"7,862",2,"1,082,882",1,05/14/2009 12:00:00 AM,04/10/2023 12:00:00 AM,1,DoITT,,"1,022,937",STUYVESANT TOWN 9 STUYVESANT OVAL 7 STUYVESANT OVAL 5 STUYVESANT OVAL
POINT (-74.21563146989824 40.55135420517608),"109,722",0,N,1,"8,411",3,0,5,05/14/2009 12:00:00 AM,05/29/2013 12:00:00 AM,13,DCP,54898101,0,SAINT JOSEPH'S CEMETERY
POINT (-73.96239647792015 40.58809941466613),"25,602",0,,2,"11,797",2,"3,195,961",3,05/14/2009 12:00:00 AM,12/12/2017 12:00:00 AM,9,EMS,,"3,248,219",YOUNG ISRAEL OF SHEEPSHEAD BAY
POINT (-73.74207417650864 40.722433422337076),"100,508",0,,2,"16,667",2,"4,227,031",4,05/14/2009 12:00:00 AM,04/20/2017 12:00:00 AM,5,DoITT,,"253,211",REDEEMER LUTHERAN NURSERY SCHOOL
POINT (-73.75667212324673 40.71368638837193),"157,136",0,,1,"16,670",2,"4,222,697",4,05/14/2009 12:00:00 AM,07/17/2018 12:00:00 AM,5,DoITT,,"248,501",PRECIOUS CHILDREN DAY CARE CENTER
POINT (-74.06298045406159 40.59580257061058),"160,691",0,,2,"16,675",2,"5,129,317",5,05/14/2009 12:00:00 AM,02/10/2023 12:00:00 AM,3,DoITT,,"5,209,076",SOUTH BEACH LIBRARY
POINT (-74.17046129668412 40.55968389530126),"4,400",0,,2,"16,679",5,"5,074,731",5,05/14/2009 12:00:00 AM,02/01/2017 12:00:00 AM,3,NYPD,,"5,095,399",BPO ELKS LODGE 841
POINT (-73.76016195449405 40.733207790685825),"156,694",0,,2,"16,685",2,"4,164,607",4,05/14/2009 12:00:00 AM,01/26/2015 12:00:00 AM,9,DoITT,,"181,220",HOLLIS HILLS JEWISH CENTER
POINT (-74.22776889656147 40.54615765421604),"290,626",0,,1,"16,737",2,"5,086,699",5,05/14/2009 12:00:00 AM,05/03/2019 12:00:00 AM,7,EMS,,"5,114,660",PIONEER TRANSPORTATION CORPORATION
POINT (-73.98131433211633 40.74392635866525),"34,131",0,,2,"16,740",4,"1,018,312",1,05/14/2009 12:00:00 AM,06/02/2016 12:00:00 AM,7,NYPD,,"1,021,101",RAMADA NY EASTSIDE
POINT (-73.98983160404855 40.751083446391405),"297,778",0,,2,"16,743",2,"1,015,219",1,05/14/2009 12:00:00 AM,01/22/2019 12:00:00 AM,7,EMS,,"1,018,556",MACYS HERALD SQUARE
POINT (-73.9722144732927 40.75847213753671),"158,589",0,,2,"16,747",2,"1,036,465",1,05/14/2009 12:00:00 AM,10/28/2016 12:00:00 AM,7,NYPD,,"1,031,306",SEAGRAM BUILDING
POINT (-73.95614350368514 40.67961524528218),"152,665",0,,1,"16,748",2,"3,057,890",3,05/14/2009 12:00:00 AM,09/20/2023 12:00:00 AM,7,EMS,,0,TARMAC AUTO BODY CENTER
POINT (-74.14702557490217 40.62520135426809),"8,744",0,,2,"16,753",5,"5,029,213",5,05/14/2009 12:00:00 AM,03/16/2011 12:00:00 AM,7,EMS,,"5,037,028",PERKINS RESTAURANT FOREST AV
POINT (-73.96146084776471 40.59807705452525),"25,816",0,,2,"16,757",5,"3,193,189",3,05/14/2009 12:00:00 AM,03/09/2011 12:00:00 AM,7,FDNY,,"3,244,694",MCDONALDS AVE U
POINT (-73.92124841332995 40.58909474453275),"40,424",0,,2,"16,776",2,"3,249,464",3,05/14/2009 12:00:00 AM,07/09/2018 12:00:00 AM,5,DoITT,,"3,310,125",INFINITY EDUCATIONAL PROGRAMS OF GERRITSEN BEACH
POINT (-73.96008660819311 40.71101232107796),"30,770",0,,1,"16,777",3,"3,321,304",3,05/14/2009 12:00:00 AM,02/15/2018 12:00:00 AM,5,DoITT,,"3,081,478",LOS SURES DAVID SANTIAGO SENIOR CENTER
POINT (-73.94309723068824 40.71557826566956),"127,575",0,,1,"16,781",2,"3,068,628",3,05/14/2009 12:00:00 AM,04/04/2017 12:00:00 AM,5,DoITT,,"3,091,165",FRANCIS OF PAOLA EARLY LEARNING CENTER
POINT (-73.93733599228209 40.79442656123441),"9,006,139",203,X,1,"16,791",3,"1,081,091",1,05/14/2009 12:00:00 AM,08/22/2019 12:00:00 AM,5,DoITT,12395021,"1,042,405",JEFFERSON HOUSES SENIOR CENTER
POINT (-73.97100547390382 40.58079973044953),"163,105",0,,1,"16,792",2,"3,320,736",3,05/14/2009 12:00:00 AM,04/04/2017 12:00:00 AM,5,EMS,,"3,248,685",WARBASSE NURSERY SCHOOL
POINT (-73.90807380852404 40.87648920155743),"106,971",231,,1,"16,797",3,"1,082,782",1,05/14/2009 12:00:00 AM,08/15/2019 12:00:00 AM,5,DoITT,,"1,058,227",MARBLE HILL SENIOR CENTER
POINT (-74.00268266543905 40.64523222554744),"20,970",0,,1,"16,803",2,"3,011,354",3,05/14/2009 12:00:00 AM,12/19/2017 12:00:00 AM,5,DoITT,,"3,015,219",CHRIST UNITED METHODIST HEAD START
POINT (-73.98076705224334 40.760480732678765),"34,211",0,,1,"16,808",2,"1,022,709",1,05/14/2009 12:00:00 AM,11/16/2016 12:00:00 AM,5,DoITT,,"1,023,170",TIME WARNER CHILDRENS CENTER
POINT (-73.9162894059862 40.884101504986994),"73,219",0,X,2,"14,086",7,"2,083,515",2,05/14/2009 12:00:00 AM,08/23/2018 12:00:00 AM,2,DCP,24580017,"2,096,099",LEHMAN COLLEGE PRESIDENTS HOUSE
POINT (-74.01135862978349 40.703409224920485),"23,021",0,,2,"13,926",4,"1,078,965",1,05/14/2009 12:00:00 AM,12/12/2017 12:00:00 AM,3,DoITT,,"1,000,178",FRAUNCES TAVERN MUSEUM
POINT (-73.9668187973936 40.79733549103754),"37,434",0,,1,"11,638",3,"1,055,911",1,05/14/2009 12:00:00 AM,05/19/2020 12:00:00 AM,2,DOE,,"5,128,749",EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL
POINT (-73.92663072624185 40.808560172494055),"9,006,650",247,X,1,"8,355",3,"2,091,141",2,05/14/2009 12:00:00 AM,12/02/2019 12:00:00 AM,1,DCP,25143006,"2,001,495",MITCHEL HOUSES BUILDING 5
POINT (-73.9438470027891 40.789841462169775),"9,005,751",377,X,1,"9,083",2,"1,080,671",1,05/14/2009 12:00:00 AM,05/06/2019 12:00:00 AM,5,DoITT,12130003,"5,130,529",LEGGETT MEMORIAL DAY CARE CENTER
POINT (-73.91592361803296 40.78023046852408),"68,885",0,,1,"11,559",10,"4,019,633",4,05/14/2009 12:00:00 AM,06/02/2020 12:00:00 AM,2,DOE,,"23,603",PS 122 MAMIE FAY
POINT (-73.95672796750485 40.66687924139915),"29,508","3,521",X,2,"9,702",7,"3,033,791",3,05/14/2009 12:00:00 AM,07/25/2019 12:00:00 AM,2,DCP,35992006,"9,115,454",MEDGAR EVERS COLLEGE ACADEMIC BUILDING 1
POINT (-73.86908571383692 40.8683801635574),"9,003,837",268,X,1,"8,390",3,"2,101,748",2,05/14/2009 12:00:00 AM,01/02/2013 12:00:00 AM,1,DCP,25703008,"2,060,586",PARKSIDE HOUSES BUILDING 7
POINT (-73.94644302145235 40.68983810611219),"31,157","3,484",X,2,"3,431",7,"3,049,973",3,05/14/2009 12:00:00 AM,11/16/2020 12:00:00 AM,4,DoITT,31231502,"3,062,745",HERBERT VON KING CULTURAL ARTS CENTER
POINT (-74.06604834634163 40.618766265216514),"15,999",0,N,1,"2,952",7,0,5,05/14/2009 12:00:00 AM,04/07/2017 12:00:00 AM,6,EMS,51070501,0,PIER 22
POINT (-73.99596856965807 40.744487330470456),"33,638",0,,2,"16,678",2,"1,014,150",1,05/14/2009 12:00:00 AM,03/12/2013 12:00:00 AM,3,DoITT,,"1,017,543",MUHLENBERG LIBRARY
POINT (-73.97588413050917 40.621631214721866),"26,535",0,,2,"11,625",2,"3,130,395",3,05/14/2009 12:00:00 AM,02/06/2019 12:00:00 AM,7,FDNY,,"3,171,603",CON ED MCDONALD AVE
POINT (-73.86378395196482 40.729047659336885),"81,702",0,,1,"15,976",2,"4,072,109",4,05/14/2009 12:00:00 AM,04/06/2011 12:00:00 AM,5,DoITT,,"80,401",RED APPLE PRESCHOOL BOOTH ST
POINT (-73.96422614630687 40.68148819332629),"163,736",0,,1,"11,009",2,"3,057,591",3,05/14/2009 12:00:00 AM,02/06/2020 12:00:00 AM,1,NYPD,,"3,073,031",CATHEDRAL CONDOMINIUMS
POINT (-73.75654943335213 40.693085698502614),"64,400",0,,2,"13,274",3,"4,271,625",4,05/14/2009 12:00:00 AM,09/23/2016 12:00:00 AM,8,EMS,,"301,555",ARCHIE SPIGNER POST OFFICE
POINT (-73.97232953037053 40.756955744347735),"35,978",0,,1,"16,895",2,"1,036,459",1,05/14/2009 12:00:00 AM,11/28/2016 12:00:00 AM,7,NYPD,,"1,031,287",AIR INDIA
POINT (-74.16823319539675 40.5760250950993),"155,290",0,,1,"16,905",2,"5,127,009",5,05/14/2009 12:00:00 AM,09/22/2016 12:00:00 AM,7,EMS,,"5,051,093",TOYS R US DEPT STORE RICHMOND
POINT (-73.97141820831193 40.75666653974975),"35,978",0,,2,"16,912",4,"1,036,458",1,05/14/2009 12:00:00 AM,03/09/2011 12:00:00 AM,7,NYPD,,"1,031,289",DOUBLETREE METROPOLITAN HOTEL
POINT (-73.98578558211747 40.758611736255354),"34,072",0,,1,"16,928",4,"1,024,727",1,05/14/2009 12:00:00 AM,03/25/2016 12:00:00 AM,7,NYPD,,"1,023,416",MARRIOTT MARQUIS HOTEL
POINT (-73.97086373516197 40.75688823166769),"36,130",0,,1,"12,959",4,"1,036,462",1,05/14/2009 12:00:00 AM,07/30/2014 12:00:00 AM,11,DoITT,,"5,152,059",BATTALION 8 ENGINE 8 LADDER 2
POINT (-74.15807579764406 40.61426487079606),"160,046",0,,2,"12,962",6,"5,031,692",5,05/14/2009 12:00:00 AM,06/14/2019 12:00:00 AM,11,DoITT,,"5,039,858",ENGINE 166 LADDER 86
POINT (-73.91144853685118 40.68264456236051),"43,948",0,,1,"12,972",12,"3,040,990",3,05/14/2009 12:00:00 AM,08/07/2014 12:00:00 AM,11,FDNY,,"3,050,582",FDNY FIELD COMMAND UNIT 1
POINT (-73.92427516682044 40.68941622724183),"44,813",0,,2,"12,973",4,"3,044,596",3,05/14/2009 12:00:00 AM,07/28/2014 12:00:00 AM,11,DoITT,,"5,134,529",BATTALION 37 ENGINE 222
